Contact_FirstName,Contact_LastName,Contact_EntityName,Contact_EntityPhone,Contact_EntityAddress,Customer_FirstName,Customer_LastName,Customer_Gender,Customer_DateOfBirth,Customer_Address,Customer_PostalCode,Customer_CountryOfCitizenship,Customer_IDType,Customer_IDNumber,Customer_IssuingCountry,Customer_IssueDate,Customer_ExpiryDate,Trans_Withdrawl_Deposit,Trans_Type,Contact_ReferralDate,Trans_TransactionDate,Trans_Time,Trans_OriginatingCountry,Trans_DestinationCountry,Trans_Amount,Trans_IdentificationOfSuspiciousIndicator,Trans_Notes,SMR_ReviewOutcome,Att_XLS,Att_TIF,Att_PDF,Att_WMV,Att_JPG,Att_MPG,Att_MP4,Att_FLV,Att_GIF
Morse,Derby,Commonwealth Bank,(571) 7675129,46 Mitchell Plaza,Bertrand,Watkins,Male,3/11/1978,0 Brown Lane,,Vietnam,Other ID,71-589-4235,Philippines,5/09/2013,1/12/2017,Deposit,International Out,8/20/2017,2/04/2017,3:20 PM,Philippines,Cambodia,11897,Transaction seems to be inconsistent with the consumer’s apparent financial standing or usual pattern of activities. ,"Chase Ban k USA N.A.  has made credit inquiries against my account o n 4 diffe rent dates and has opened an  AMAZON.COM Visa Signature credit card in my name, on the last credit pull, I was sent a letter stating they received an ap plication and needed more information about my income and financial obligations to make a decision.     The dates my credit were pulled are :  XXXX   XXXX ,  XXXX   XXXX   XXXX ,  XXXX   XXXX   XXXX ,  XXXX   XXXX   XXXX ,  XXXX  I contacted  Chase  at the number provided on the letters and/or credit card sent and notified them that this was not a valid application.     On the first  three  dates  XXXX   XXXX  -  XXXX   XXXX ,  Chase  recorded a fraud investigation and determined that the application was fraudulent but would not tell me where the application came from, I notified my credit bureau 's each time. I requested each time that my name be included as having fraudulent activity request and to be excluded from any credit inquiries and was assured they had marked these as fraudulent.     I am in the process of contacting  Chase  for the last letter received from the  XXXX   XXXX ,  XXXX  inquiry.     I feel that  Chase  is knowingly and unethically phishing for customer accounts by using existing information they have about their customers to obtain new accounts.     I have had a  Chase   Freedom  card for over 3 years and feel that my information was obtained from my existing account.     I want to determine how I can stop this activity without having to freeze my credit in which there is a fee to freeze and unfreeze my account. This has also caused unnecessary activity on my credit reports.     Chase should stop this "" phishing '' activity, it is obvious they are using existing customer information as it has been determined that the information was not an external request for credit.     My credit accounts have been marked with fraudulent activity from Chase but somehow they are still able to pull my credit.",NFA,0,0,2,0,0,0,1,2,0
Kristan,Issard,Commonwealth Bank,(402) 8624703,10597 Eastlawn Terrace,Ronni,Jeaves,Female,10/24/1985,26882 Oneill Pass,68105,Cambodia,Other ID,96-403-5890,Cambodia,5/18/2016,4/02/2013,Deposit,International In,9/20/2016,10/25/2016,12:24 PM,Cambodia,Malaysia,779257,Consumer seems very conversant with money laundering or terrorist activity financing issues. ,"Account with US Ban k Visa card.I canc elled the card and paid the balance due.   After the account was canceled, they accepted a charge on the card from a high school reunion site I had visited in the past.I called and complained to US Bank, but they were no  help.The total charge was only {$15.00} ; since US Bank was no help I just paid the $  XXXX .Now they are sending me bills for late fees every month for a bill that they accepted on a cancelled credit card and that was even paid because they were no help.I have contacted the company numerous times in the past few months-with NO help from them.My cur rent bill from them says I owe {$36.00} ( due  XXXX   XXXX  ) in late  fees.HELP.This same company tried charging me on car loan that was paid off earlier this year.Please help.This is the most unethical bank I have ever dealt with, and I am not a young guy.",NFA,0,0,0,0,4,0,0,0,0
Melodie,Stack,Commonwealth Bank,(752) 4967062,318 Bultman Avenue,Giustina,Aslin,Female,11/08/1981,0 Declaration Trail,,Indonesia,Drivers License,55-232-1676,Malaysia,8/04/2015,2/16/2021,Withdrawl,Domestic Out,10/06/2016,7/30/2016,7:52 AM,Philippines,Vietnam,378859,Consumer provides doubtful or vague information. ,"On  XXXX   XXXX ,  XXXX  a charge of {$560.00} appeared on my Ba nk of America visa credit card statement. It was an erroneous charge that I had not made. I contacted the nu mber next to the charge on my credit card statement. It was a contact number for  XXXX . I informed them that I did not make this charge on my credit card. I have never had an account with  XXXX . I then called Bank  of America  to notify them of this bogus charge. The bank then eliminated the charge off my credit card statement. A couple of weeks went by and I received a package that I never ordered. It was a hair extension of some kind. I threw it away thinking that since Ban k of America  had eliminated the charge off my statement that the problem had been resolved. On  XXXX   XXXX ,  XXXX , I arrived home from work to an email message from Ban k of America sta ting that they had reinstated the {$560.00} charge to my account. I responded by calling the  XXXX  number again to try to extract additional In- formation from them. They divulged the business name, niquesboutique and customer service number  XXXX   XXXX   XXXX  to me. I immediately called this number and left a message about my predicament. A person named  XXXX  called me back and apologized for the charge. She said she would work to reverse that charge off my credit card account. We talked back and forth for a few days commencing on  XXXX   XXXX ,  XXXX  but nothing has been resolved about the charge. On Wednesday  XXXX   XXXX ,  XXXX , I called the Ba nk of America to fin d out why they had reinstated the {$560.00} charge to my account. I was passed through three employees at the bank. The third employee became hostile when I explained that I had not made this charge to my credit card account. He stated that since I received a package that I must have ordered the product. He seemed immune to the prospect that my credit card number had been stolen and abused. I have been with the Ban k of America cre dit card since  XXXX . Within that period of time, the bank has issued me numerous, about  XXXX  different credit card numbers, when they felt that there might be an issue with my card number being stolen and used fraudulently. As it stands right now, Ban k of America  has stated that they will begin charging me interest on this {$560.00} fraudulent charge. I am between a rock and a hard spot with neither the bank nor the merchant willing to acknowledge this bogus charge on my credit card account. Please help me.",NFA,0,5,4,0,,0,0,0,0
Alon,Verryan,Westpac Bank,(700) 3274591,9 Melvin Alley,Arturo,Bodemeaid,Male,3/06/1971,7524 Gulseth Parkway,,Thailand,Drivers License,66-424-9398,Malaysia,10/09/2015,11/24/2017,Deposit,International Out,5/14/2017,9/22/2017,11:26 AM,Philippines,Cambodia,98421,Consumer provides doubtful or vague information. ,"I am being sued in  XXXX  separate l awsuits from the same law firm, ( CW ) Cooling & Winter, Attorneys at Law.  This law firm lists it 's address as  XXXX   XXXX   XXXX ,  XXXX   XXXX ,  XXXX , GA  XXXX .  XXXX  of the  XXXX  were signed by the same attorney,  XXXX   XXXX   XXXX , bar #  XXXX . The fourth was signed by a  XXXX   XXXX , bar #  XXXX . All  XXXX  of these accounts are lawsuits on the behalf of  XXXX   XXXX . When I received the first lawsuit from the firm for  XXXX  Ban k (   XXXX   XXXX  ) on  XXXX / XXXX / XXXX . It was signed by  XXXX   XXXX   XXXX  and I was shocked. This account had been disputed directly with  XXXX  Bank, and directly with  XXXX   XXXX   XXXX  because I had requested Arbitration in this matter. I contacted  XXXX   XXXX   XXXX  repeatedly, with no return calls. I had responded to the initial letter fro m Cooling & Winter  regarding  XXXX  Bank, that stated I had  30days to   respond to dispute the validity, which I did. This letter also stated, verbatim, "" This Law firm is licensed to practice law in GA, FL, NC, SC, and TN. Although we are a law firm, at this time no attorney has personally evaluated or reviewed the particular circumstances of your account. This communication is from a debt collector and is an attempt to collect a debt. Any information obtained will be used for that purpose. '' I never expected to be sued w/o some sort of notification. When I called to speak with a ""  specialist  '' on  XXXX ,  XXXX  after being sued, and no return calls from  XXXX   XXXX   XXXX , I was told point blank to make a payment to settle, that was the ONLY option, despite my arbitration request. When I explained that after some research, this firm was sued for falsely and deceptively filing lawsuits to intimidate consumers, I was told, "" well, take your chances in court then ''. I went ahead and filed an answer with some assistance with legal aid that arbitration was requested to the original creditor BEFORE it was "" sold ''. I explained this in my answer. The firm file a stay in this case, but has refused to drop the lawsuit. This entire process took months. Then without notice, a second lawsuit was filed on  XXXX / XXXX / XXXX  for  XXXX   XXXX  (  XXXX   XXXX   )  by  XXXX   XXXX   XXXX  ; a third lawsuit was filed on  XXXX / XXXX / XXXX  for  XXXX   (   XXXX   XXXX  ) by  XXXX   XXXX , and finally,  XXXX / XXXX / XXXX  for  XXXX    XXXX    (  XXXX   XXXX   )  by  XXXX   XXXX   XXXX . This firm has so blatantly "" churned '' out lawsuits against me that the  XXXX   XXXX  in  XXXX   XXXX  has taken notice, and is waiting to schedule all of the lawsuits o n one day. Neither one of  these lawyers have returned  one s ingle phone call to me. On the  XXXX   XXXX  account alone, the lawsuit was filed 41 days after t he 1st deb t collection letter I received from the firm. And even though I disputed the amount timely, as I stated, the lawsuit was filed anyway, 41 days later. Same with the others. I feel that these multiple lawsuits were filed to intimidate me and overwhelm me, without due process or heeding to the FDCPA. Something is not right, as neither of the attorneys listed has EVER shown up in court. Even though  XXXX   XXXX   XXXX  has "" signed ''  XXXX  of the  XXXX  lawsuits. Nor have they retu rned ONE phon e call.",NFA,4,0,1,0,2,0,4,0,5
Shaughn,Crombleholme,Westpac Bank,(836) 4181207,14422 Cambridge Alley,Beltran,Grangier,Male,7/17/1962,79 Stephen Alley,17280-000,Cambodia,Other ID,72-225-8595,Cambodia,1/21/2017,10/08/2020,Deposit,International Out,6/21/2016,1/24/2018,1:09 PM,Thailand,Cambodia,548701,Consumer presents confusing details about the transaction. ,"I recently signed up fo r US  Bank  Altitude Reserve  credit card. I was approved a received the card on  XXXX   XXXX ,   XXXX  . I 'm interested in this card because of its reward structure for using it via mobile wallet payments ( Android Pay in my cas e ). When signing up for the Altitude Reserve card a nd reading through its terms & conditions, there was absolutely no mention of any rules that prohibit the purchase of gift cards. I started using the card on  XXXX   XXXX ,   XXXX  . There was a promotion at the local grocery store for various store gift cards that I was interested in taking advantage of. This was because of  XXXX    XXXX   XXXX    as well as the upcoming graduation season. I planned on buying those store gift cards as gifts/presents for the my mom, brother, friends, and my wife 's friends. Because of the restriction on the store 's promotion, the discount is only applied to  one gift card per transaction. So I had to make repeated transactions for multiple gift cards to receive the discount on all gift cards. Understandably, there was a block placed on the Altitude Reserve card after a few successful transactions. I proactively called US Bank and notified them that those charges are legitimate charges made by me and requested them to unblock the card so I can continue using it. During this verification process, I was not questioned or notified of any rules that prohibits making purchase of gift cards using the Altitude Reserve card. I went back to the store to make more purchases the  next day  XXXX   XXXX   XXXX ,   XXXX   ) and all the transactions completed successfully. My wife and I thought it was a good promotion and thought we should buy some more cards for our own use so I went back to the store again the day after that  (   XXXX   XXXX ,   XXXX   ) to make some more purchases. But this time I could n't complete any purchases because all transactions were being declined. I went home and called  US Ban k thinking it was just another fraud block. After looking up my account info, the first representative told me to call  XXXX  at  XXXX  for more information. When I called  XXXX  said that because my purchases are repeating transactions mean they are gift cards, tha t US  Bank does n't allow the purchase of gift cards using their credit card, and my account is closed. I asked her to explain to me why is that not allowed, she mentioned that because gift cards can be converted to cash, it is not allowed. I pressed her for more details and point out to be where in the card agreement that it explicitly prohibits that. She just kept repeating that it is not allowed, my account is closed and it is final, can not be appealed. I asked to speak to he r manager and was forwarded to the manager ' s voice mail. I left a message with my contact info on  XXXX   XXXX ,   XXXX  . I just received the call back from the manager,  XXXX . And he pretty much said the same thing as  XXXX  without an explanation or could point out to where in the terms & conditions of the card that prohibit the buying of gift cards. He said I was abusing the rewards because all my transactions are for gift cards. Not only my Altitude Reserve card was closed but all the other related accounts were closed as well (  US Bank Cash Rewards Visa, US Bank checking account, and Fidelity Rewards Visa that is managed by US Bank  /Elan Services ).  This is uncalled for and an unfair practice when I have n't violated any stated card agreement whatsoever. This results in negative marks in my credit reports. I 've included the full card agreement fo r the US Bank Altitude Reserve ca rd.",NFA,4,5,0,0,0,0,0,0,0
,Hamlett,,(856) 8085477,48671 Vahlen Trail,,Mackneis,,9/22/1968,,3504,Vietnam,,,Singapore,10/31/2017,5/24/2019,,Domestic Out,,,8:41 AM,,,595370,Consumer insists that a transaction be done quickly.,I closed account in XXXX 2015. XXXX CARD Services allowed charge from XXXX to go thru in XXXX 2015 that I did not do. I CLOSED ACCOUNT 9 months ago. XXXX needs to be banned from the industry.,,,,,0,0,,3,0,4
Ophelia,Prosh,Australia and New Zealand,(702) 5147966,134 Trailsway Plaza,Jessamyn,Thornebarrow,Female,3/15/1981,3 Erie Hill,,Thailand,Drivers License,83-812-1659,Australia,10/24/2014,8/18/2021,Deposit,Domestic Out,11/08/2017,1/15/2017,6:56 PM,Philippines,Australia,731018,Consumer provides doubtful or vague information. ,"Foreclosure occurred while a active loan modification was in effect. Specialized Loan Servicing LLC failed to comply with civil code XXXX. The California Homeowners bill of rights states:Restriction on dual track foreclosure: Mortgage servicers are restricted from advancing the foreclosure process if the homeowner is working on securing a loan modification. When a homeowner completes an application for a loan modification, the foreclosure process is essentially paused until the complete application has been fully reviewed. And my modification was not fully reviewed at the time of the sale. The Homeowner Bill of Rights banned the dual-tracking of foreclosures. This means loan servicers must make a decision to grant or deny a XXXX lien loan modification application before starting or continuing the foreclosure process. Even if the lender denies the loan modification, it still cannot foreclose until any applicable appeals period has expired (this is generally XXXX days from the date of the written denial). See attachments for proof. Homeowners are guaranteed a single point of contact as they navigate the system and try to keep their homes - a person or team at the bank who knows the facts of their case, has their paperwork and can get them a decision about their application for a loan modification. I had always left message to my single point of contact XXXX but never got a call back, I had always needed to talk to any customer service. Homeowners Have the Right to Sue for Violations Homeowners may sue the lender or servicer for violations of the California Homeowner Bill of Rights. Potential relief includes: injunctive relief, such as a halt to the foreclosure sale (if the foreclosure sale hasn't happened yet), or actual economic damages if the foreclosure sale has already occurred. In addition, if the court finds that the violation was intentional, reckless, or resulted from willful misconduct by a loan servicer or lender, the court may award the borrower the greater of treble actual damages or statutory damages of $XXXX.",Referral to partner agency,0,0,3,2,0,0,4,0,0
Randee,Meadway,Westpac Bank,(819) 5018663,89 Arizona Point,Romonda,Lune,Female,9/10/1971,4221 Thierer Place,2070,Thailand,Passport,73-664-2025,Singapore,3/14/2013,1/12/2014,Deposit,Domestic Out,11/26/2016,4/03/2017,10:39 PM,Cambodia,Cambodia,222495,0,"Using a PNC Flex Visa rewards credit card, I earned XXXX points. I redeemed them for XXXX {$100.00} XXXX gift cards. The cards were shipped on XXXX/XXXX/2015. On XXXX/XXXX/2015 XXXX closed my account and banned me for life for buying too much ( spending $ XXXX per year ) and returning too much ( around XXXX % of items bought were returned ). The merit of XXXX refusing my business is highly questionable, but in any case, they have refused to allow me to redeem my gift cards, even though they are, by legal definition, something a consumer purchases in return for guaranteed consideration for goods and services. Regardless of that fact, they would not refund my money. I opened a case with the PNC bank rewards people, and after 60 days of runaround, they finally informed me that they will not accept the cards for return. According to their terms and conditions, one of the only circumstances under which a reward can be returned is if the reward becomes unavailable after a consumer orders it. So I ordered it, and that reward became unavailable to me afterward ( before I received it in XXXX, 2015 ). They should take the cards back and refund my points balance. It is unacceptable for a consumer to be left in a position where they 've paid cash equivalent for something and yet get nothing for it. XXXX should not be allowed to deny the use of valid gift cards, and PNC Bank should not be allowed to deny me returning a reward that has become completely unusable before I ever even received it. The bank uses rewards programs to attract and retain customers as well as entice them to spend money on credit cards. PNC Bank succeeded at doing this to me, yet failed to provide a reward of the value guaranteed as part of the rewards program.",NFA,0,2,4,0,0,1,0,0,2
Tamarah,Richens,Westpac Bank,(855) 6801747,37078 8th Drive,Guillema,Bernardoni,Female,7/03/1985,7883 Lukken Place,,Australia,Passport,14-731-1932,Philippines,9/12/2014,12/02/2014,Withdrawl,International Out,1/04/2018,11/30/2017,11:14 AM,Thailand,Thailand,809605,Consumer is accompanied and watched. ,"Wife opened an individual checking account with Bank of America ... ..Several weeks later we opened a joint checking account with them as well ... ... Check was presented in joint account that was returned for insufficient funds ... ... We corrected the issue and placed cash in the account to cover the same ... ... ..We received an alert from Bank of America to contact and to resolve the issue ... .We did so accordingly early that morning ... ..Later that afternoon, we went to the ATM to get money out ... ... Unable to do same and needed to call the Risk Closure center ... ..We called them and they said that they will need to close the account due to "" fraudulent activity '' ... Make me understand where placing money in your account is fraud ... ... They refused to keep the account open ... ..To make matters worse, my wife 's individual account had been used by her on multiple occasions ... ... Bank of America closed her account as well ... ..That was insulting to us that a small mistake that we resolved cost us full closure of our accounts ... .They treated us like we were criminals and did not try to assist us ... ... Why send the alert to resolve it and then close the account afterwards ... ..To make matters worse, we still have money in the accounts that we can not access because they will be sending it to us in the form of cashier 's checks ... ... .Went to the local branch to try to resolve it ... ..System stated that they could not reopen account all the way up to branch manager ... ... A bad way to treat a potential customer ... ..I understand about the accounts being new but to close both accounts was a little ridiculous to me ... ... My wife was fuming about the whole situation because she deposited money into her account and there was no issues with it ... ... ..We have been basically banned from Bank of America for a minor mistake that was resolved in less than XXXX hours once it occurred ... ... ..",NFA,0,0,0,0,2,,0,0,0
Uta,Axston,Commonwealth Bank,(621) 4801243,25336 Jenifer Circle,Valene,Whitesel,,9/09/1974,,,Malaysia,Other ID,20-314-6917,Cambodia,9/08/2016,10/15/2019,Withdrawl,International Out,8/15/2017,4/21/2016,11:12 PM,Thailand,Cambodia,850670,Consumer attempts to conduct a transaction for an amount that is unusual compared to amounts of past transactions,"On XXXX, I went to the local PNC branch to convert {$1000.00} XXXX to XXXX. This amounts to XXXX ( XXXX XXXX ). I was told 2 things, 1. It will take approximately 4 days for the XXXX ( XXXX XXXX ) to arrive at the local branch. 
2. If there was any leftover XXXX from my trip, I can always re-convert the left over XXXX back to XXXX. 
On XXXX, the XXXX Government banned the XXXX and XXXX. When I called my bank, they said that the XXXX are present at the bank but are in XXXX and XXXX denominations. I refused to except those XXXX denominations. I asked that they either convert the money back to XXXX, OR give me XXXX denominations that are acceptable ( i.e. XXXX ). I was told that their "" Foreign Exchange Dept '' is no longer accepting the XXXX. 
I am now short {$1000.00}, and the XXXX is at the local branch. I will not accept this non-functional currency. There has to be some type of insurance for this. I chose to do the foreign exchange with PNC Bank because I felt a sense of assurance from such a large bank. 
The staff at the local branch are courteous, and are doing their best. The Bank Manager is working on this issue, and I hope it gets resolved soon.",NFA,0,1,0,2,0,5,0,0,5
Wilfrid,Kubal,National Australia Bank,(623) 5745208,37537 Tony Place,Silvain,Cattonnet,Male,2/18/2000,630 Gulseth Drive,175040,Malaysia,Passport,83-553-2701,Malaysia,10/28/2016,1/05/2019,Withdrawl,International Out,4/26/2017,5/24/2016,10:52 AM,Philippines,Australia,767622,Transaction involves non-profit or charitable organization for which there appears to be no logical economic purpose or where there appears to be no link between the stated activity of the organization and the other parties in the transaction. ,"This letter is a request to have the derogatory credit reporting related to this account removed. I have gone through numerous layers of bureaucracy and in-house complaint procedures to get this issue addressed without making any progress. 

This loan was originally XXXX of those infamous neg-am loans that reset in the middle of the big credit crisis back in late XXXX early XXXX. We had taken the neg-am option planning to use the time period of the introductory rate to remodel the house. The plan was to refinance into long term financing once the remodel was complete. However, by the time we were ready to refinance it was impossible to get any credit at all. 

We attempted to get a loan modification from Chase but, unbeknownst to us, were put into a situation which later came to be known as "" dual tracking. '' The state of California passed a law banning this in, as I recall, early 2010. Chase and several of the other big XXXX banks paid huge fines. Unfortunately, none of the benefits of the new legislation nor any of the money from the big fines paid did anything to help my situation. 

The "" dual tracking '' worked like this : On the side visible to us, we had a "" single point of contact '' who took our loan mod application, discussed with us our options and told us what we had to do to get the loan modification. Basically, this person crunched the numbers with us, told us we were approved and that we needed to wait until the underwriters were finished with drafting the new agreement before making any payments. We were told that we could not make any payments during that interim or it would cause the loan mod to re-set and that the underwriters would have to start all over again. 

Despite numerous calls to my "" single point of contact '' this story did not change. In fact, the longer it went on, the more that person stressed that making a payment would derail the process. 

Then, we were contact by the foreclosure department and told that we had 60 days to pay all of the outstanding payments plus an ungodly amount of late fees and penalties, or they would foreclose on the house. 

Between the "" single point of contact '' in the loan mod department telling us that we would be getting our new paperwork "" any day now '' and the foreclosure department giving us a hard deadline leading up to foreclosure, we decided to sell the house. Although we sold for much less than the property had appraised for, we did not have to ask for a short sale. 

Now, six years later, we are looking to refinance some loans which originated prior to the financial crisis. Being able to refinance these loans would result in savings of thousands of dollars a month. The negative reporting on the Chase mortgage loan is XXXX of the major obstacles preventing me from completing the proposed refinances. Plus, this reporting is updated every time I request an investigation from the credit bureaus causing this account to appear as if it were new. I 'm told that this single derogatory account is lowering my score by @ XXXX points alone. 

What I am asking Chase to do is report on the mortgage history as if reflecting the loan modification side and not the foreclosure side. You see, I was following the directions given to me by that "" single point of contact '' which were that I must not make a payment. I agreed with those instructions and followed those instructions. 

My non-payment during that underwriting period not only reflected the agreement between myself and the loan modification department, I was told that there would be a penalty for making a payment, i.e. total reset of the agreed upon loan modification. 

Please update the credit reporting to show that the account was "" paid as agreed. ''",NFA,0,0,1,0,0,0,,,
Claudio,Coplestone,Westpac Bank,(428) 5813372,5690 John Wall Park,Gillian,Moakes,,3/14/1991,,,Vietnam,Drivers License,72-364-8337,Australia,12/09/2013,12/04/2016,Withdrawl,International Out,8/13/2016,11/13/2016,9:57 AM,Singapore,Malaysia,551354,Consumer presents confusing details about the transaction. ,i have so many credit inquiries on my reports that i do n't even know these companies. plus i have a collection account from XXXX that is banned from fdca. i have called all XXXX credit reporting agencies and got no where. sometimes ever very rude. i hope you can help.,NFA,0,0,3,5,0,0,0,0,0
Gerrie,Arbor,Australia and New Zealand,(258) 8198361,12817 Melrose Hill,Phillipe,Outram,Male,2/03/1962,726 Jenna Center,,Thailand,Passport,93-194-9727,Vietnam,8/14/2014,1/01/2016,Withdrawl,Domestic In,2/17/2017,12/12/2016,11:46 AM,Thailand,Australia,228274,Consumer is accompanied and watched. ,"A company by the name of   XXXX   XXXX   XXXX   contacted me on  XX/XX/XXXX  stating that they were collecting a debt fo r US B ank. The amount they were requesting was {$250.00} with interest of {$270.00} totaling {$530.00}.  <P/> However, I know this issue was sastified on  XX/XX/XXXX  directly with  US Ban k. I personally contacted  US B ank, and was informed that they have no record of any outstanding debt with me.  <P/> Please be aware of such a scam. The person that attempted to collect this debt is with   XXXX   XXXX   XXXX   Her name is  XXXX   XXXX  and her phone number is  XXXX .",NFA,0,0,0,,,0,0,0,0
Steward,McGarrie,National Australia Bank,(875) 4009638,5 Luster Lane,Phillip,Aldham,Male,11/03/1997,440 Twin Pines Junction,,Malaysia,Drivers License,57-750-6332,Malaysia,4/14/2015,5/22/2014,Deposit,Domestic Out,9/07/2016,5/12/2017,3:56 AM,Philippines,Cambodia,301951,Activity is inconsistent with what would be expected from declared business. ,"I received more than  XXXX  payday loans that I never applied for throug h TD Ba nk, in addition, I was charged overdraft fees because these payday loans companies at the same time that they were getting into my account they were non-stopping withdrawing money from my  TD Ban k account a nd TD B ank were charging me overdraft fees. All the cost me more than {$5000.00}  XXXX   XXXX . THIS IS NOT A DUPLICATE COMPLAINT SIN CE TD  BANK NEVER solved this matter. Re: XXXX  and  XXXX  for the already submitted bank summaries from my account w ith TD Bank . My  former address was :  XXXX   XXXX   XXXX   XXXX   XXXX   XXXX ,  XXXX , NJ  XXXX",NFA,1,0,0,0,5,0,0,0,0
Christal,Wickwar,Westpac Bank,(873) 3398674,11 Fremont Parkway,Rozamond,Sarsons,Female,4/07/1966,74309 Dottie Street,,Cambodia,Passport,98-217-7458,Australia,10/24/2017,6/07/2021,Withdrawl,Domestic In,8/12/2017,11/12/2016,8:02 PM,Malaysia,Malaysia,117843,Multiple attempts occur on the same day at the same location but with an apparent attempt to use different employees.,"XXXX   XXXX  I was th e victim of identity theft / credit card fraud. I pay for the identity theft and monitoring service through USAA as well and followed all directions provided as well as all requested from USAA ban k. Provisional credits were issued on both my affected credit cards and checking account.     However, on  XXXX  card the charges were charged back to me, only to be credited back yet again. At which time  USAA  sent documentation that all credits were permanent. However, a year later in  XXXX   XXXX  without notice, explanation, or even contacting me to t ell me USAA  decided to charge back only  XXXX  of my affected credit card accounts for the finalized fraud/billing dispute a year prior. This is in violation  of Paragraph 13 ( c ) ( 2 ) of Subpart B 1026.13 ( c ) ( 1 ) Effective D ate :  XXXX / XXXX / XXXX  of Regulation Z.",NFA,4,0,4,5,0,3,0,0,0
Britt,Herrieven,,(848) 4072914,98 Ruskin Circle,,Ghirigori,Male,8/17/1961,36 Bluejay Trail,13599,Thailand,,14-763-5923,Vietnam,5/18/2014,5/10/2017,,Domestic Out,,8/10/2017,9:11 PM,Cambodia,Singapore,917949,Consumer has unusual knowledge of the law in relation to suspicious transaction reporting. ,"I filed a complaint abou t Wells Fargo Ban  k ( No.   XXXX  ) becaus e Wells Fargo c ontinues to allow  XXXX   XXXX   XXXX  to access my  Mother  checking and savings accounts without authority.  <P/> I have provide d Wells Fargo  with all the documents.  <P/>  XXXX  had m y Mother sign  documents on XX/XX/XXXX  showing that her  Trust  document she has had since    XX/XX/XXXX was revoked, and she had created a new Trust, naming herself sole beneficiary as well as a documents giving her POA. Her POA was revoked on  XXXX . These documents were provided to  Wells Fargo.  When I contacted Customer Service they indicated they had not received any of the documents I provided.  <P/> I have given evidence that  XXXX  's POA and Trust document are invalid as they were signed on  XXXX . My  Mother  was deemed incompetent on  XXXX .  <P/> She has been using my Mothers checking and savings accounts, as each time I supplied the branch office  of Wells Fargo  with the documents, I learned that the Branch Manager did not forward them to the legal dept for review. Understandably, when I contacted the Customer Service, they had no knowledge of the documents being provided. In addition, I went tot he local branch on  XXXX , and had a  3  way calls with  XXXX   XXXX , my Mother,  XXXX   XXXX   (  owner of the Trust, that owns the accounts ) and myself. She instructed  XXXX  to stop allowing  XXXX  access to her account, she directed all communication to go to  XXXX   XXXX   XXXX ,  XXXX   XXXX , CA  XXXX . Her requests were not complied with.   I have proven that  XXXX  had no authority to access the accounts, her POA was revoked on  XXXX . When I contacted Customer Service, I was asked for a "" reference number :. I did not know the reference number as it was not set up by  XXXX   XXXX , owner of the account, nor did she have any knowledge of same. This "" reference '' number was set up between  XXXX  and  Wells Fargo .  <P/> I have advised that I am listed on my  Mothers Trust as  successor trustee. According to the  Trust, on ly  XXXX  ne ph ysicians report is required to make me successor trustee. I forwarded to  Wells Fargo th e medical report.  <P/>  Wells Fargo ha s been advised on several occasions that her daughter,  XXXX   XXXX  was not to be trusted and to please oversee her accounts and protect them from the possibility of  XXXX  accessing the accounts.  <P/> I have give n Wells Fargo a ll the documents that support this position. And you continue to tell me you do not have my POA. I have forwarded it to  XXXX   XXXX , expecting  XXXX  to forward same to the legal dept. She failed to do this or forward any information I had been providing t o Wells Fargo.   <P/>  Wells Fargo ha s failed to guard m y Mother 's acco unts. Accordingly, I am informing you that you are leaving yourselves open to criminal liability for each and every debit from the  XXXX  Accounts, as you were told that the documents she presented to you were fraudulent.  <P/> I have forwarded my  POA  dated  XXXX . Do not tell me you do not have it.  <P/> In any event, I will be closing the Savings Account on  XX/XX/XXXX  and removing the bulk of the checking account, which my Mothers new accounts are set up with a different bank.  <P/> I want my Mother to be reimbursed for the debits  XXXX  has caused to her accounts.   In addition, I will be presenting t o Wells Fargo doc uments that clearly state the ownership and control of the accounts, and I expect that the  XXXX  Accounts be fully reimbursed, as your lack of management of her accounts is the reason  XXXX  had full access to her accounts. In additi on, Wells Fargo  has been warned of  XXXX  's possible attempts at fraud on  two separate occasions, giving Wells  Fargo notice.  <P/> In any event, again, I would like to reiterate, I am seeking full reimbursement for your careless protection of her accounts. Your lack of securing her accounts, after being warned on several occasions.  <P/> Further, all documents and statements have already been requested to be directed to  XXXX   XXXX   XXXX ,  XXXX   XXXX , CA  XXXX .  <P/> Did I mention? I am now the Trustee of the  Trust,  and with that authority, I will be closing the accounts.",NFA,5,,0,0,3,3,0,0,2
